서비스명,지원내용,신청기한,문의처,신청방법,접수기관명,지원유형,지원대상,선정기준,URL,구비서류,tags
전통시장 주차환경개선 지원,"전통시장 또는 상점가 고객전용 공영주차장 설치 지원
공공 및 사설주차장 이용보조 지원",1월~2월 초,중소벤처기업부/044-204-7892,시군구는 전통시장 또는 상점가 상인회와 협의후 관할 시도에 신청 접수,17개 광역지자체 및 시군구,현금,"전통시장및상점가육성을위한특별법에 따른 전통시장, 상점가, 상권활성화구역","지원조건 : 국비 60%, 지방비 40% 원칙",,"주차환경개선 사업 신청서, 부동산 매매 동의서, 이해관계자 사전 동의서, 시장 자문 또는 사전 컨설팅 결과 보고서(총사업비 1억 원 이상), 지방비 투융자심사 결과서 또는 당해 년도 심사계획서","['전통시장', '주차환경개선', '상점가', '공영주차장', '지원대상', '상권활성화', '주차장']"
중소기업 기술유출 방지 시스템 구축 지원,"○ 중소기업에 기술유출 방지 시스템 구축(보안 솔루션 도입 지원 등, 총사업비의 50% 이내 / 최대 4천만원)",당해연도 공고문 참조,대중소기업협력재단 기술임치운영부/02-368-8762,온라인(ultari.go.kr)을 통해 신청,대중소기업농어업협력재단,현금,○ 중소기업 기본법 제2조 제1항에 따른 중소기업,○ 중소기업 기술보호 역량 및 수준 등을 평가,https://www.ultari.go.kr,"사업 신청서, 사업 계획서","['창업지원', '보안솔루션', '중소기업', '기술유출방지', '지원대상']"
맞춤형 기술파트너 지원,"○ 중소기업이 생산현장에서 직면하는 기술 애로를 외부 이공계 전문가를 통해 효율적으로 해결할 수 있도록 지원
- 총 사업비의 75% 이내(3,000만원 한도) 비용 지원",24년 신규 지원 없음,중소기업기술정보진흥원/044-300-0652,온라인 신청(www.smtech.go.kr),중소벤처기업부,기술지원,○ 중소기업기본법 제2조의 규정에 의한 중소기업,"○ 선정절차 : 공학컨설팅센터의 서면평가 및 현장조사를 거쳐 지원대상 선정
- 모집기간 동안 접수된 신청 건의 순위를 부여하여 예산범위 내에서 순서별 지원
○ 심사평가 주요내용 : 기술애로 해결 필요성, 해결목표의 적정성, 해결 후 경제적/기술적 기대효과 등",http://www.smtech.go.kr,"사업계획서, 신용상태조회동의서 등 관리지침 참조","['중소기업', '기술파트너', '기술애로', '외부전문가', '지원내용', '사업비지원']"
뿌리기업 육성 지원,"○ 뿌리기술 전문 기업 육성
○ 뿌리기술 자동화 첨단화 지원",○ 뿌리기술전문기업지정 : 연중상시  ○ 뿌리기업자동화첨단화지원 : 2~3월,국가뿌리진흥센터/02-2183-1624,"○ 뿌리기술 전문 기업 육성(뿌리 기업 전문 기업 지정) : 온라인 신청(www.root-tech.org)
○ 뿌리기술 자동화 첨단화 지원 : 국가 뿌리 산업진흥센터(www.kpic.re.kr)에 온라인 신청","뿌리산업 기반실, 진흥실",현금,○ 뿌리 중소기업 및 재직자,○ 세부사업별 선정기준 상이,https://www.kpic.re.kr,세부사업별 전담기관 홈페이지 참조,"['창업지원', '대출', '저소득층', '장애인']"
소공인 판로개척 지원,"○ 소공인이 지원한도 내에서 전시회 참가 등 9개 지원항목 중 필요한 사업을 자유롭게 선택하는 바우처 방식으로 지원
(온라인 및 오프라인몰 입점, 전시회 참가, 홍보영상제작, 뉴미디어마케팅, 디자인 개발, KC인증획득, 해외배송, 마케팅전략수립)",연초,소상공인시장진흥공단 소공인지원실/042-363-7908,"○ 연 1회 공고를 통한 신청‧접수
○ 공고내용을 참고하여 온라인(e나라도움)을 통해 신청ㆍ접수(www.gosims.go.kr)",소상공인시장진흥공단,현금,○ 한국표준산업분류 25개 업종(소공인법 시행령 별표)에 해당하는 10인 미만 제조업자,"○ 서면, 현장평가를 통해 고득점순으로 선정",http://www.gosims.go.kr,"신청서, 제품설명서, 개인정보 수집·이용·제공 동의서 등
* 자세한 내용은 공고내용 참고","['소공인', '창업지원', '지원항목', '바우처', '제조업자', '한국표준산업분류', '전시회']"
재창업기업 사업화 지원,"재창업자금, 멘토링, 사업화자금(최대 1억원)",공고 확인,창업진흥원 리챌린지팀/044-410-1763||창업진흥원 리챌린지팀/044-410-1760,www.k-stratup.go.kr 회원가입후 신청,창업진흥원,기타(교육)||기타(상담)||현금,○ (예비)재창업자,"○ 요건검토, 서류 및 발표평가를 통해 폐업을 완료한 예비 재창업자 또는 재창업 7년이내 재창업자 선정",www.k-startup.go.kr,공고 참고,"['창업지원', '재창업자', '대출', '멘토링', '사업화자금']"
여성 벤처 활성화 지원,"교육, 멘토링, 사업화 지원 등",사업공고에 따름 (상기 일정은 사정에 따라 변동될 수 있음을 양해바랍니다),(사)한국여성벤처협회/02-3440-7469,온라인 신청,(사)한국여성벤처협회,서비스(일자리),여성 예비창업자 및 여성벤처기업,우수 아이디어를 보유하고 있는 여성 예비 창업자,http://www.k-startup.go.kr,신청서 및 개인정보 제공동의서,"['여성', '창업지원', '교육', '멘토링', '사업화', '벤처기업']"
인재육성형 중소기업 발굴 및 지원,"○ 인재육성형 중소기업 지정시 혜택 내용
- 중기부 지원사업(수출, R&D 등) 신청시 가점 부여
- 중소기업 정책자금 한도 확대
- 신규 병역지정업체(산업기능요원) 선정평가시 가점 부여
- 워크넷, 잡코리아, 기업인력애로센터 내 전용채용관을 통한 기업 구인정보 제공
- 중소벤처기업진흥공단 연수원의 교육비용 50% 할인 등",상반기,중소벤처기업진흥공단 인력지원처/055-751-9825,"○ 신청방식 : 중소기업인력지원사업 종합관리시스템 접수 (https://www.smes.go.kr/sanhakin)
○ 신청절차 : 중소기업인력지원사업 종합관리시스템 홈페이지 회원가입 및 로그인 → 참여 신청",중소벤처기업진흥공단 기업인력지원처,기타,"○ 모든 중소기업(단, 일반유흥 주점업, 무도유흥 주점업, 기타 주점업, 기타 사행시설 관리 및 운영업, 무도장 운영업은 제외)","○ 대표자의 인재육성 의지, 기업의 이익창출능력, 일자리 양.질, 직원 근무환경, 교육훈련 등 평가",https://www.smes.go.kr/sanhakin,"재무제표, 원천징수이행상황신고서, 개인 및 기업정보 수집이용제공조회 동의서 등","['인재육성형', '중소기업', '지원', '정책자금', '병역지정업체', '채용관', '교육비용']"
중소기업 인식개선 교육 등,○ 특성화고생 등을 대상으로 중소기업 인식개선 교육,상반기,중소기업중앙회 인력정책실/02-2124-3275,○ 특성화고 등 학교에서 공문 또는 이메일 등으로 신청,중소기업중앙회,기타(교육),"○ 특성화고생, 학부모, 대학생 등(인력양성사업 참여 학교는 제외)","○ 학교당 5학급 이내
- 학급 당 20명 이상(불가피한 경우 20명 미만도 가능)",,신청서,"['청년', '창업지원', '대출', '대학생', '인력양성사업', '중소기업', '인식개선']"
소상공인 재기지원,"○ (경영개선지원)경영위기 소상공인을 대상으로 경영진단 결과에 따라 후속사업(교육, 사업화, 폐업) 지원
○ (원스톱폐업지원) 사업정리 컨설팅, 점포철거지원, 법률자문, 채무조정 등을 통한 신속한 폐업 지원
○ (재취업지원) 재취업교육, 기업수요 연계 특화교육, 전직장려수당(취업활동 시 40만원 + 취업성공 시 60만원) 지급
○ (재창업지원) 업종별 재창업교육, 업종 전환 및 성장 업종(헬스·뷰티케어, 친환경, 레져·문화, 애견·시니어 산업 등) 분야 재창업 사업화 (최대2천만원, 지원금만큼 자부담) 지원",사업공고에 따름,소상공인시장진흥공단 재기지원실/042-363-7701,온라인 신청,소상공인시장진흥공단,현금,"1. 희망리턴패키지 : 경영위기 또는 폐업(예정) 소상공인
2. 자영업자 고용보험료 지원 : 자영업자 고용보험에 가입한 소상공인","1. 희망리턴패키지 : 경영위기 소상공인, 재취업·재창업 의사가 있는 폐업 또는 폐업 예정 소상공인
2. 자영업자 고용보험료 지원 : 자영업자 고용보험에 가입한 소상공인",http://hope.sbiz.or.kr,"1. 희망리턴패키지 : 신청서, 동의서, 사업자등록증(폐업사실증명원) 등 사업별 공고 참고
2. 자영업자 고용보험료 지원 : 자영업자 고용보험 가입신청서 등 사업 공고 참고","['소상공인', '재기지원', '경영위기', '폐업', '자영업자', '고용보험료', '재취업']"
온누리상품권 가맹점 등록 지원,○ 온누리상품권 가맹점 등록 시 상품권 취급 가능,상시신청,중소기업통합콜센터/1357,온누리상품권 가맹점 등록 신청서 작성 후 지방중소벤처기업청에 제출(FAX 가능),해당지역 관할 지방중소벤처기업청,현금||현금(감면),○ 전통시장 및 상점가 내에서 사업을 영위하고 있는 상인 또는 상인조직,○ 가맹시장 자격요건,,"온누리상품권 가맹점 등록 신청서, 사업자등록증 등","['창업지원', '상품권', '상인', '가맹점', '전통시장']"
장애인 기업 시제품제작 지원,"○ (제품디자인 및 시제품모형제작) 기업규모에 따라 70%~90% 이내, 최대 1,500만원
○ (시제품금형제작) 기업규모에 따라 70%~90% 이내, 최대 2,500만원",3월~4월,(재)장애인기업종합지원센터/02-2181-6535,"방문 : 서울특별시 영등포구 버드나루로 14길 25, 6층, 우편",(재)장애인기업종합지원센터,현금,"○ 장애인 예비창업자, 장애인기업",○ 평가우수자 선정,,"지원신청서, 장애인증명서, 사업자등록증, 직전년도 재무제표, 국세 지방세 완납 증명서, 제품개발 견적서, 개인정보 수집 및 이용 동의서, 제작기업 참여확인서, 제작기업 사업자등록증, 참여인력 경력확인서, 제작기업 인력증빙서류","['장애인', '창업지원', '시제품제작', '지원대상', '기업규모', '시제품금형제작']"
수출 중소기업 융자 지원(신시장진출지원자금),"○ 주요내용
- (내수기업 수출기업화자금) 해외마케팅 등 판로개척, 해외인증 획득, 수출품 개발, 수출품 생산비용 등에 소요되는 운전자금
- (수출기업 글로벌화자금) 수출거래처 다변화를 위한 판로개척, 해외인증 획득, 수출품 생산비용 등에 소요되는 운전자금을 민간 재원 활용 후 이차보전
○ 내수기업 수출기업화자금
- 대출금리 : 정책자금 기준금리(변동)
또는 고정금리
- 대출기간 : 5년 이내(거치기간 2년 이내 포함)
- 대출한도 : 연간 5억원 이내(운전)
○ 수출기업 글로벌화자금 :
- 대출금리 : 정책자금 기준금리(변동)
- 대출기간 : 시설 10년, 운전 5년
- 대출한도 : 연간 30억원 이내(운전 10억원)",접수기관 별 상이,중소벤처기업진흥공단/055-751-9544,"ㅇ 융자 신청은 '온라인 상담예약 → 사전상담 → 정책우선도평가 → 온라인융자신청' 순으로 진행
- 당월 자금 희망기업은 전월말 신청
* 단, 지역본(지)부 접수상황에 따라 온라인신청 접수월 조정 가능",중소벤처기업진흥공단,현금(융자),"ㅇ (내수기업수출기업화) 수출실적 10만불 미만 중소기업
- 1불~10만불 미만의 수출실적이 있는 기업
- 전자상거래를 활용한 생산품(용역, 서비스 포함) 수출 실적 보유(준비중 포함) 또는 중기부 '전자상거래활용사업'에 참여 중인 기업
- 기타 정부 및 지자체 수출지원사업 참여기업(사업 기간 또는 사업종료 후 1년 이내) 및 수출 관련 지정제도 선정기업(유효기간 이내)
* '수출지원기반활용(수출바우처사업) 참여기업', '브랜드K' 인증기업 등
- 기술 수출 실적을 보유(협약, 계약 포함)한 중소기업
ㅇ (수출기업글로벌화) 수출실적 10만불 이상 중소기업
- 최근 1년간 10만불 이상의 수출실적 보유기업
- 백신, 바이오, 반도체 등 혁신성장분야 중소기업
- 기술 수출 실적을 보유(협약, 계약 포함)한 중소기업","지원대상과 동일
※ 중복수혜불가 조건
2024년 중소기업 정책자금 융자공고 상 융자제한기업 등 제외
- 융자제한기업 : 최근 5년 이내 정책자금을 3회 이상 지원받은 기업 등
* (예외자금,방식) 긴급경영안정자금, 스케일업금융('22년까지 투융자복합금융),재도약지원자금, 매출채권팩토링, 동반성장네트워크론, 이차보전
소재·부품·장비 강소기업 100·스타트업 100·경쟁력위원회 추첮기업, 중기부 신산업 스타트업 육성 선정기업
* (신규지원 시 예외대상) 최근 1년간 수출실적 30만 달러 이상 기업('24년에 한함), 소재 부품 장비 강소기업 100, 스타트업 100, 경쟁력 강화위원회 추천기업, 중기부 신산업 스타트업 육성 선정기업",,기타 온라인신청,"['중소기업', '수출지원', '대출', '글로벌화', '기술수출', '혁신성장', '판로개척']"
